size,pure_est,cpu_avg,cpu_std,gpu_avg,gpu_std,speedup
1000000,0.4308438301086426,0.022112528483072918,0.0019154487610873953,0.02697292963663737,0.0005615776531536404,0.819804477339289
5000000,2.154219150543213,0.11283373832702637,0.0010946041879628485,0.053463379542032875,0.0059173940183047564,2.1104864543461295
10000000,4.308438301086426,0.2248396873474121,0.001289620902076614,0.10024905204772949,0.0008702308474738949,2.2428111064867116
20000000,8.616876602172852,0.44669540723164874,0.0035047972406765135,0.2869404157002767,0.0006329912648635421,1.5567531891298436
50000000,21.54219150543213,1.1202216148376465,0.0017600141687740196,0.5162240664164225,0.0007461116165877045,2.1700298140187777
