tareas,sec_avg,sec_std,thread_avg,thread_std,proc_avg,proc_std,speedup
10,0.7349256674448649,0.013046888835789456,0.7063793341318766,0.00520452949124711,1.6179436047871907,0.0399156979093072,0.4542344153840456
50,3.529846668243408,0.008381255624341466,3.646598974863688,0.06630754702240262,2.3255369663238525,0.04135188042396453,1.5178630653303682
100,7.2887130578358965,0.06286618611468427,7.348039070765178,0.026326484155551392,3.0287601153055825,0.04715186201902825,2.406500607625874
250,20.213608264923096,0.682245022262888,18.329144875208538,0.20025306218216118,5.005943536758423,0.04983381309624652,4.037921745719955
500,36.156044483184814,0.21151366139485678,37.80186549822489,1.1265078862024784,8.403846263885498,0.1284704931354078,4.302321026333025
