jugadores,sync_avg,sync_std,async_avg,async_std,speedup
10,1.0027108987172444,0.00033111281413213573,0.11010026931762695,0.003712325122790744,9.107252007027665
50,5.014485915501912,0.0030628596553813883,0.1096962292989095,0.004227720931688518,45.7124729587379
100,10.039897998174032,0.0039596708941364465,0.1120132605234782,0.0010589027826888237,89.63133428358377
200,20.054351806640625,0.009289312790486505,0.11139663060506184,0.0025538651108864253,180.02655643813844
500,50.142300526301064,0.0022516853577215297,0.11251091957092285,0.00818231996373734,445.66608039047406
